location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Member ,William J. Danhof,PA,PD,$204.00,5 Years,01/15/09,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Sam M. Devinki,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Kitty Dukakis,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Donald Etra,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,David M. Flaum,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Pam Fleischaker,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Howard L. Ganek,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Joel M. Geiderman,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Tony B. Gelbart,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Michael C. Gelman,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Harold Gershowitz,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,William H. Gray III,PA,PD,$204.00,5 Years,01/15/06,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Barbara W. Grossman,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Phyllis G. Heideman,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Arlene Herson,PA,PD,$204.00,5 Years,01/15/09,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Harlan D. Hockenberg,PA,PD,$204.00,5 Years,01/15/06,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Alice A. Kelikian,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,John F. Kordek,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,M. Ronald Krongold,PA,PD,$204.00,5 Years,01/15/09,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Frank R. Lautenberg,PA,PD,$204.00,5 Years,01/15/06,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Stuart P. Levine,PA,PD,$204.00,5 Years,01/15/09,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Deborah E. Lipstadt,PA,PD,$204.00,5 Years,,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Leo Melamed,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Chair Emeritus ,Harvey M. Meyerhoff,PA,PD,$204.00,5 Years,01/15/06,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Set C. Momjian,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Mervin G. Morris,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Harry Reicher,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Burton P. Resnick,PA,PD,$204.00,5 Years,01/15/05,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Jack Rosen,PA,PD,$204.00,5 Years,01/15/09,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Alvin H. Rosenfeld,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Eric F. Ross,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Richard S. Sambol,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Nathan Shapell,PA,PD,$204.00,5 Years,01/15/06,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Mickey Shapiro,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Ronald G. Steinhart,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Nechama Tec,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Merryl H. Tisch,PA,PD,$204.00,5 Years,01/15/08,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Sonia Weitz,PA,PD,$204.00,5 Years,01/15/07,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Founding Chair ,Elie Wiesel,PA,PD,$204.00,5 Years,01/15/06,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Member ,Karen B. Winnick,PA,PD,$204.00,5 Years,01/15/06,UNITED STATES HOLOCAUST MEMORIAL COUNCIL,,,2004
"Washington, DC",Comptroller General of the United States ,David M. Walker,PAS,OT,"$158,100",15 Years,10/25/13,GOVERNMENT ACCOUNTABILITY OFFICE,,,2004
"Washington, DC",Deputy Comptroller General of the United States ,Vacant,PAS,OT,,,,GOVERNMENT ACCOUNTABILITY OFFICE,,,2004
"Washington, DC",President ,Paul A. Yost Jr,XS,EX,III,,,JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,,,2004
"Washington, DC",Director of Programs ,Lewis F. Larsen,XS,AD,,,,JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,,,2004
"Washington, DC",Director of Administration and Finance ,Stephen W. Weiss,XS,AD,,,,JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,,,2004
"Washington, DC",Academic Assistant ,Sheila Osbourne,XS,AD,,,,JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,,,2004
"Washington, DC",Special Assistant/ Office Manager ,Norma J. Claytor,XS,AD,,,,JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,,,2004
"Bethesda, MD","Chairman, Consumer Product Safety Commission ",Harold D. Stratton Jr,PAS,EX,III,4 Years,10/26/06,CONSUMER PRODUCT SAFETY COMMISSION,,,2004
"Bethesda, MD",Executive Assistant ,James Fuller,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,,,2004
"Bethesda, MD",Executive Assistant ,Elizabeth Gary,SC,GS,13,,,CONSUMER PRODUCT SAFETY COMMISSION,,,2004
"Bethesda, MD",General Counsel ,John G. Mullan,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,,,2004
"Bethesda, MD","Director, Office of Congressional Relations ",John Horner,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,,,2004
"Bethesda, MD",Special Assistant (Legal) ,Jeffery D. Troutt,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,,,2004
"Bethesda, MD",Special Assistant (Legal) ,Page C. Faulk,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,,,2004
"Bethesda, MD",Commissioner ,Mary S. Gall,PAS,EX,IV,7 Years,10/26/05,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Executive Assistant ,Deborah Searles,SC,GS,12,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Special Assistant (Legal) ,Barbara E. Parisi,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Commissioner ,Thomas H. Moore,PAS,EX,IV,7 Years,05/24/11,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Executive Assistant ,Linda Taylor,SC,GS,12,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Special Assistant (Legal) ,Michael Gougisha,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Special Assistant (Legal) ,Pamela L. Weller,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Commissioner ,Vacant,PAS,EX,IV,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Commissioner ,Vacant,PAS,EX,IV,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",General Counsel ,Vacant,,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,,2004
"Bethesda, MD",Executive Director ,Patricia M. Semple,,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,,2004
"Bethesda, MD",Deputy Executive Director ,Career Incumbent,C,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,,2004
"Bethesda, MD",Supervisory Public Affairs Specialist ,Ralph Eric Criss,SC,GS,15,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,,2004
"Bethesda, MD",Associate Executive Director for Information Services ,Career Incumbent,C,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,,2004
"Bethesda, MD","Director, Office of Intergovernmental Programs and International Affairs ",Career Incumbent,C,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,,2004
"Bethesda, MD",Associate Executive Director for Corrective Actions and Regulatory Management ,Career Incumbent,C,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Compliance,2004
"Bethesda, MD",Assistant Executive Director for Compliance and Administrative Litigation ,Vacant,,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Compliance,2004
"Bethesda, MD",Associate Executive Director for Health Sciences ,Career Incumbent,C,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,2004
"Bethesda, MD",Associate Executive Director for Laboratory Sciences ,Career Incumbent,C,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,2004
"Bethesda, MD",Associate Executive Director for Economic Analysis ,Career Incumbent,C,ES,,,,CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,2004
"Washington, DC","Chair, Federal Energy Regulatory Commission ",Patrick Henry Wood III,PAS,EX,III,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,,2004
"Washington, DC",Chief of Staff ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,,2004
"Washington, DC","Member, Federal Energy Regulatory Commission ",Vacant,PAS,EX,IV,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of a Member,2004
"Washington, DC","Member, Federal Energy Regulatory Commission ",Nora Mead Brownell,PAS,EX,IV,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of a Member,2004
"Washington, DC","Member, Federal Energy Regulatory Commission ",Joseph T. Kelliher,PAS,EX,IV,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of a Member,2004
"Washington, DC",Policy Advisor to a Member of the Commission ,Cathleen Tripodi,SC,GS,13,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of a Member,2004
"Washington, DC","Member, Federal Energy Regulatory Commission ",Suedeen G. Kelly,PAS,EX,IV,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of a Member,2004
"Washington, DC",Confidential Assistant ,Donna Glasgow,SC,GS,12,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of a Member,2004
"Washington, DC","Director, Office of External Affairs ",Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of External Affairs,2004
"Washington, DC",Secretary of the Commission ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of the Secretary,2004
"Washington, DC",General Counsel ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC","Director, Dispute Resolution Service ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC",Deputy General Counsel ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC","Associate General Counsel, Markets, Tariffs and Rates ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC","Assistant General Counsel, Markets, Tariffs and Rates ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC","Associate General Counsel, Energy Projects ",Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC","Assistant General Counsel, Energy Projects ",Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC","Associate General Counsel, General and Administrative Law ",Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC",Solicitor ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of General Counsel,2004
"Washington, DC","Director, Markets, Tariffs, and Rates ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC",Associate Director ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Deputy Director, Office of Markets, Tariffs, and Rates ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Director, Tariffs and Market Development, East ",Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Director, Tariffs and Market Development, South ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Director, Tariffs and Market Development, Central ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Director, Tariffs and Market Development, West ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Director, Reliability ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Director, Policy Analysis and Rulemaking ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC",Senior Policy Advisor ,Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC",Chief Economic Advisor ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC",Regulatory Policy Analyst ,Samuel Mount,SC,GS,15,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,"Office of Markets, Tariffs, and Rates",2004
"Washington, DC","Director, Office of Energy Projects ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Energy Projects,2004
"Washington, DC","Deputy Director, Energy Projects ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Energy Projects,2004
"Washington, DC","Director, Pipeline Certificates ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Energy Projects,2004
"Washington, DC","Director, Hydropower, Administration, and Compliance ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Energy Projects,2004
"Washington, DC","Director, Gas Environment and Engineering ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Energy Projects,2004
"Washington, DC","Director, Hydropower Licensing ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Energy Projects,2004
"Washington, DC","Director, Market Oversight and Investigations ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Market Oversight and Investigations,2004
"Washington, DC","Director, Management and Communication ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Market Oversight and Investigations,2004
"Washington, DC",Deputy Director for Market Oversight and Assessment ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Market Oversight and Investigations,2004
"Washington, DC","Director, Energy Market Oversight ",Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Market Oversight and Investigations,2004
"Washington, DC",Deputy Director for Investigations and Enforcement ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Market Oversight and Investigations,2004
"Washington, DC","Director, Enforcement ",Vacant,,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Market Oversight and Investigations,2004
"Washington, DC","Director, Office of Administrative Litigation ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Administrative Litigation,2004
"Washington, DC",Senior Counsel for Litigation ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Administrative Litigation,2004
"Washington, DC",Senior Counsel for Litigation ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Administrative Litigation,2004
"Washington, DC","Director, Legal Division ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Administrative Litigation,2004
"Washington, DC","Director, Technical Division ",Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of Administrative Litigation,2004
"Washington, DC",Executive Director ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of the Executive Director,2004
"Washington, DC",Human Capital Manager ,Career Incumbent,C,ES,,,,FEDERAL ENERGY REGULATORY COMMISSION,OFFICE OF THE,Office of the Executive Director,2004
"Washington, DC",Director ,Peter J. Hurtgen,PAS,EX,III,,,FEDERAL MEDIATION AND CONCILIATION SERVICE,OFFICE OF THE,,2004
"Washington, DC",Deputy Director (Field Operations) ,Gary A. Cantwell,TA,ES,,,,FEDERAL MEDIATION AND CONCILIATION SERVICE,OFFICE OF THE,,2004
"Washington, DC",National Representative ,Career Incumbent,C,ES,,,,FEDERAL MEDIATION AND CONCILIATION SERVICE,OFFICE OF THE,,2004
"Washington, DC",Chief of Staff ,Career Incumbent,C,ES,,,,FEDERAL MEDIATION AND CONCILIATION SERVICE,OFFICE OF THE,,2004
"Alexandria, VA","Director, Institue of Museum and Library Services ",Robert S. Martin,PAS,EX,III,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,,,2004
"Washington, DC","Chairman, National Endowment for the Arts ",Michael Dana Gioia,PAS,EX,III,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",Senior Deputy Chairman ,Eileen B. Mason,,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",Deputy Chairman for Grants and Awards ,Tony Lynn Chauveaux,TA,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC","Director, Office of Government Affairs ",Ann Guthrie Hingston,,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",Counselor to the Chairman ,Jon Parrish Peede,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",General Counsel ,Claudia Nadig,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",Director of Development ,Rebecca Turner Gonzales,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",Director of Communications ,Felicia K. Knight,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",Director of Research and Analysis ,Mark Weightman Bauerlein,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC",Deputy Congressional Liaison ,Shana Meehan Chase,SC,GS,13,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE ARTS,,2004
"Washington, DC","Executive Director, Presidents Committee on the Arts and Humanities ",Daniel E. Moran III,SC,SL,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,PRESIDENT'S COMMITTEE ON THE ARTS AND HUMANITIES,,2004
"Washington, DC",Member ,Donald Cogman,PAS,WC,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Mary Costa,PAS,WC,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Gordon Davidson,PAS,AD,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Katherine Cramer DeWitt,PAS,WC,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Makoto Fujimura,PAS,AD,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Teresa Lozano Long,PAS,WC,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Maribeth Walton McGinley,PAS,AD,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Jerry Pinkney,PAS,AD,,6 Years,09/03/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Cleo Parker Robinson,PAS,AD,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Deedie Potter Rose,PAS,WC,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,Karen Lias Wolff,PAS,WC,,6 Years,09/03/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,David Gelernter,PAS,AD,,6 Years,09/03/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Member ,James McBride,PAS,WC,,6 Years,09/03/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE ARTS,,2004
"Washington, DC",Chairman ,Bruce M. Cole,PAS,EX,III,4 Years,12/10/05,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Deputy Chairman ,Lynne A. Munson,,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Senior Counselor to the Chairman ,Cherie S. Harder,,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",General Counsel ,Daniel Schneider,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Director of Communications ,Erik Lokkesmoe,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC","Director, We the People ",Richard W. Fonte,SC,GS,15,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Special Assistant ,Andrew Hazlett,SC,GS,13,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
