location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC","Director, Command and Control",Kevin Moody,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC",Deputy Assistant Secretary of Defense (Plans and Resources),Belkis Leong-Hong,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC","Director, C3I Policy, Plans & Programs",Robert D. Williams,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC","Director, Communications",Richard M. Dyson,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC","Deputy Director, Communications",Cynthia S. Raiford,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC",Staff Assistant for Electronic Commerce/Electronic Data Interchange,Paul Grant,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC",Principal Director for Information Management,Cynthia C. Rand,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC","Spec Asst to Dep Asst Secy (Info Mgmt) & Dir, Plans & Integration)",Daniel Grulke,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC","Director, Information Technology",Samuel J. Worthington,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC","Deputy Director, Information Technology",Ruby R. Harney,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC",Director for Functional Process Improvement,Michael S. Yoemans,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Richmond, VA","Director, Defense Security Institute",R E. Gravelle,ES,CA,..........,..........,........,Department of Defense,"ASSISTANT SECRETARY (COMMAND, CONTROL, COMMUNICATIONS & INTELLIGENCE)",,1996
"Washington, DC",Assistant Secretary of Defense (Legislative Affairs),Sandra K. Stuart,EX,PAS,IV,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Principal Deputy Assistant Secretary of Defense (Legislative Affairs),Larry G. Shockley,ES,NA,..........,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Deputy Assistant Secretary of Defense (Senate Affairs),Jane I. Matthias,ES,NA,..........,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Executive Director (House Affairs),Helen C. Carman,GS,SC,14,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Staff Specialist,Dial Dickey,GS,SC,12,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Special Assistant for POW/MIAs and Drug Policy,Elbert B. Hampton,GS,SC,12,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Special Assistant,Kenneth L. Lane,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Staff Specialist,Diane C. Long,GS,SC,14,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Personal and Confidential Assistant,Karen A. Love,GS,SC,12,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Special Assistant for Strategic Modernization,James J. Rohacik,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Special Assistant for Regional Security Affairs,Mark Tavlarides,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",Staff Specialist,Thomas D. Trapasso,GS,SC,13,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (LEGISLATIVE AFFAIRS),,1996
"Washington, DC",General Counsel,Judith Miller,EX,PAS,IV,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Principal Deputy General Counsel,F. W. Peters,ES,NA,..........,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Deputy General Counsel (Fiscal),Philip M. Hitch,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Senior Deputy General Counsel (International Affairs & Intelligence),John H. McNeill,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Deputy General Counsel (Acquisition & Logistics),Harvey J. Nathan,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Deputy General Counsel (Personnel & Health Policy),Paul S. Koffsky,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Deputy General Counsel (Legal Counsel),William F. Sheenhan,ES,NA,..........,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Deputy General Counsel (Environment & Installations),Robert S. Taylor,ES,NA,..........,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Personal and Confidential Assistant,Mary Frey,GS,SC,12,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC",Personal and Confidential Assistant,Dorothy M. Williams,GS,SC,12,..........,........,Department of Defense,OFFICE OF THE GENERAL COUNSEL,,1996
"Washington, DC","Director, Operational Test and Evaluation",Philip E. Coyle,EX,PAS,IV,..........,........,Department of Defense,"OFFICE OF THE DIRECTOR, OPERATIONAL TEST AND EVALUATION",,1996
"Washington, DC",Deputy Director for Conventional Systems,Lee H. Frame,ES,CA,..........,..........,........,Department of Defense,"OFFICE OF THE DIRECTOR, OPERATIONAL TEST AND EVALUATION",,1996
"Washington, DC",Assistant Secretary of Defense (Public Affairs),Kenneth H. Bacon,EX,PAS,IV,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Principal Deputy Assistant Secretary of Defense for Public Affairs,Clifford H. Bernath,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Deputy Assistant Secretary of Defense (Communications),William B. Blacklow,ES,NA,..........,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Alexandria, VA","Dir, American Forces Information Svc/Dir, Armed Forces Radio & TV Svc",Jordan E. Rizer,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Alexandria, VA","Director for Acquisitions, Consolidations, & Organization",Robert W. Taylor,ES,TA,..........,3 years,09/30/1998,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Director for Programs,Lynn L. Reddy,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Public Affairs Specialist,Kevin Cooper,GS,SC,14,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Speechwriter,Jeffrey D. Denny,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Staff Specialist,Susan E. Dine,GS,SC,13,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Speechwriter,Glenda Kendrick,GS,SC,14,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Confidential Assistant,Monica Lewinsky,GS,SC,9,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Speechwriter,Kelly Sharbel,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Public Affairs Specialist,John J. Toohey,GS,SC,14,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Public Affairs Specialist,Linda R. Tripp,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC",Public Affairs Specialist,Susan E. Wallace,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE ASSISTANT SECRETARY OF DEFENSE (PUBLIC AFFAIRS),,1996
"Washington, DC","Dir of Administration & Management/Dir, Washington Headquarters Svcs",David O. Cooke,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE DIRECTOR OF ADMINISTRATION AND MANAGEMENT,,1996
"Washington, DC",Director for Organizational & Management Planning,Howard G. Becker,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE DIRECTOR OF ADMINISTRATION AND MANAGEMENT,,1996
"Washington, DC",Policy Analyst and Historian,Alfred Goldberg,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE DIRECTOR OF ADMINISTRATION AND MANAGEMENT,,1996
"Washington, DC",Director of Budget and Finance,Joseph J. Friedl,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC","Director, Information Operations & Reports",Robert S. Drake,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Deputy Executive Secretary for Legislative Affairs,George M. Andricos,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Special Assistant for Intelligence Community Liaison,Richard L. Haver,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Project Director for National Performance Review,Robert A. Stone,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Deputy Director for Defense Performance Review,Gerald B. Kauvar,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",General Counsel,Thomas R. Brooke,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Deputy Project Director for National Performance Review,John M. Kamensky,ES,TA,..........,3 years,10/27/1996,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Special Advisor for National Security Policy Studies,Robert G. Joseph,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Special Advisor for Strategic Studies,N. A. Sheppard,ES,TA,..........,3 years,12/10/1997,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC","Director, Federal Voting Assistance Program",Phyllis J. Taylor,ES,CA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC","Exec Dir, Pres Advisory Committee on Gulf War Veterans' Illnesses",Robyn Y. Nishimi,ES,TA,..........,3 years,01/31/1997,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Special Advisor for Interagency Coordination,Jonathan H. Spalter,ES,NA,..........,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Executive Assistant,Lisa Richards,GS,SC,09,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Executive Assistant,Joanne Hilty,GS,SC,12,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Staff Specialist,Patrick J. Morris,GS,SC,13,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Associate Director of Communications,Steven J. Naplan,GS,SC,12,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Special Assistant,Kim Simpson,GS,SC,15,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Atlanta, GA",Staff Specialist,Linda Walker,GS,SC,13,..........,........,Department of Defense,Washington Headquarters Services,,1996
"Washington, DC",Confidential Assistant,Marva J. Wetzel,GS,SC,12,..........,........,Department of Defense,Washington Headquarters Services,,1996
"St Louis, MO",Deputy for Acquisition,Gary L. Smith,ES,CA,..........,..........,........,Department of Defense,Joint Activities,,1996
"Washington, DC","Director, Joint Staff, National Guard Bureau",Thomas L. Link,ES,CA,..........,..........,........,Department of Defense,Joint Activities,,1996
"Arlington, VA",Inspector General,Eleanor J. Hill,EX,PAS,IV,..........,........,Department of Defense,OFFICE OF THE INSPECTOR GENERAL,,1996
"Washington, DC",Special Assistant,David S. Buckley,GS,SC,15,..........,........,Department of Defense,OFFICE OF THE INSPECTOR GENERAL,,1996
"Washington, DC",Secretary (OA),Cynthia L. Comstock,GS,SC,11,..........,........,Department of Defense,OFFICE OF THE INSPECTOR GENERAL,,1996
"Washington, DC",Director for Joint History,David A. Armstrong,ES,CA,..........,..........,........,Department of Defense,OFFICE OF THE JOINT STAFF,,1996
"Washington, DC",Civilian Executive Assistant to the Chairman of the Joint Chiefs,Nancy E. Hughes,GS,SC,14,..........,........,Department of Defense,OFFICE OF THE JOINT STAFF,,1996
"Brussels, Belgium ","Defense Advisor, U. S. Mission To NATO",Catherine M. Kelleher,ES,NA,..........,..........,........,Department of Defense,U.S. MISSION TO THE NORTH ATLANTIC TREATY ORGANIZATION,,1996
"Brussels, Belgium ",Deputy Defense Advisor,Clarence H. Juhl,ES,CA,..........,..........,........,Department of Defense,U.S. MISSION TO THE NORTH ATLANTIC TREATY ORGANIZATION,,1996
"Brussels, Belgium ","Director, Defense Plans Division",Paul R. Gebhard,ES,CA,..........,..........,........,Department of Defense,U.S. MISSION TO THE NORTH ATLANTIC TREATY ORGANIZATION,,1996
"Brussels, Belgium ","Dir, Infrastructure, Logistics & Civil Emergency Planning Division",David E. Wright,ES,CA,..........,..........,........,Department of Defense,U.S. MISSION TO THE NORTH ATLANTIC TREATY ORGANIZATION,,1996
"Brussels, Belgium ","Director, Communications & Electronics Division",Ronald J. Dorman,ES,CA,..........,..........,........,Department of Defense,U.S. MISSION TO THE NORTH ATLANTIC TREATY ORGANIZATION,,1996
"Brussels, Belgium ",Administrative Advisor to the U.S. Ambassador to NATO,Henry M. Reed,ES,CA,..........,..........,........,Department of Defense,U.S. MISSION TO THE NORTH ATLANTIC TREATY ORGANIZATION,,1996
"Brussels, Belgium ",Personal and Confidential Assistant,Maria Alonghi,GS,SC,11,..........,........,Department of Defense,U.S. MISSION TO THE NORTH ATLANTIC TREATY ORGANIZATION,,1996
"Brussels, Belgium ","Director, Nuclear Planning",Gregory L. Schulte,ES,CA,..........,..........,........,Department of Defense,International Military Activities Staff,,1996
"Rome, Italy ","Deputy Civilian Commandant, NATO Defense College",Howard K. Walker,ES,TA,..........,3 years,08/30/1997,Department of Defense,International Military Activities Staff,,1996
"Washington, DC",Chief Judge,Walter T. Cox III,OT,PAS,141700,..........,09/30/1999,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Judge,Eugene R. Sullivan,OT,PAS,141700,..........,09/30/2001,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Judge,Susan J. Crawford,OT,PAS,141700,..........,09/30/2006,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Judge,Herman F. Gierke,OT,PAS,141700,..........,09/30/2004,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Judge,Andrew S. Effron,OT,PAS,141700,..........,09/30/2011,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Clerk of the Court,Thomas F. Granahan,ES,CA,..........,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Central Legal Staff Director,William N. Early,ES,CA,..........,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Personal and Confidential Assistant to Chief Judge,Regina S. Cowne,GS,SC,12,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Private Secretary to Chief Judge,Barbara A. Burley,GS,SC,10,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Personal and Confidential Assistant to Judge,Lydia A. Hoffman,GS,SC,12,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Private Secretary to Judge,Patricia L. Stethem,GS,SC,10,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Personal and Confidential Assistant to Judge,Linda L. Christensen,GS,SC,12,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Private Secretary to Judge,Belva J. Dinterman,GS,SC,10,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Personal and Confidential Assistant to Judge,Sherry L. Arter,GS,SC,12,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Private Secretary to Judge,Barbara E. Hemsley,GS,SC,10,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Personal and Confidential Assistant to Judge,Rebecca B. McCulla,GS,SC,12,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Private Secretary to Judge,Tracy L. Sequenzia,GS,SC,10,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Washington, DC",Paralegal Specialist,Joseph S. Ratermann,GS,SC,9,..........,........,Department of Defense,U.S. COURT OF APPEALS FOR THE ARMED FORCES,,1996
"Alexandria, VA",Counsel,Kirk B. Moberley,ES,CA,..........,..........,........,Department of Defense,DEFENSE CONTRACT AUDIT AGENCY,,1996
"Alexandria, VA","Executive Director, Plans & Policy Integration",Christine L. Gallo,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Director, Special Events",Ann Brooks,ES,TA,..........,2 years,07/16/1997,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Deputy Director, Corporate Administration",Alton C. Ressler,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA",General Counsel,Bruce W. Baird,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA",Deputy Comptroller,Linda J. Furiga,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Chief, Program and Budget Division",Michael F. Miller,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Administrator, Defense Technical Information Center",Kurt N. Molholm,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Executive Director, Information Services",Thomas J. Knapp,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Director, Mission Support Transition Program",Raul A. Martinez,ES,TA,..........,3 years,11/05/1997,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Director, Distribution Systems Center",James E. Sanchez,ES,TA,..........,3 years,08/03/1999,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Administrator, Defense National Stockpile Center",Richard J. Connelly,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","President, Defense Acquisition University",Thomas M. Crean,ES,CA,..........,..........,........,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Deputy Director, Defense Civilian Personnel Management Service",Sara V. Groeber,ES,TA,..........,3 years,08/26/1998,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Alexandria, VA","Dir, Def Logistics Agency Procurement Electronic Commerce Project",Delores J. Smith,ES,TA,..........,3 years,06/04/1997,Department of Defense,DEFENSE LOGISTICS AGENCY,,1996
"Arlington, VA",General Counsel,Mary S. Chadick,ES,CA,..........,..........,........,Department of Defense,DEFENSE INFORMATION SYSTEMS AGENCY,,1996
"Arlington, VA",Chief Regulatory Counsel (Telecommunications),Carl W. Smith,ES,CA,..........,..........,........,Department of Defense,DEFENSE INFORMATION SYSTEMS AGENCY,,1996
"Arlington, VA","Director, Intelligence Systems Secretariat",Ronald D. Elliot,ES,CA,..........,..........,........,Department of Defense,DEFENSE INFORMATION SYSTEMS AGENCY,,1996
"Arlington, VA","Director, Automated Systems Research & Information",James H. Miller,ES,CA,..........,..........,........,Department of Defense,DEFENSE INFORMATION SYSTEMS AGENCY,,1996
"Washington, DC",Staff Specialist (International),Martha A. Clark,GS,SC,14,..........,........,Department of Defense,DEFENSE INFORMATION SYSTEMS AGENCY,,1996
"Washington, DC",General Counsel,Edward J. Obloy,ES,CA,..........,..........,........,Department of Defense,DEFENSE MAPPING AGENCY,,1996
"Merrifield, VA",Comptroller,Cynthia K. Bogner,ES,CA,..........,..........,........,Department of Defense,DEFENSE MAPPING AGENCY,,1996
"Washington, DC","Director, Defense Finance and Accounting Service",Richard F. Keevey,ES,NA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC","Principal Deputy Director, Defense Finance & Accounting Service",Gary W. Amlin,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Assistant Deputy Director for Military & Civilian Pay,Edward T. Grysavage,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Deputy Director for Resource Management,Bruce Carnes,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Assistant Deputy Director for Resource Management,Michael Dugan,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Deputy Director for Human Resources,Stephen E. Freeman,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Deputy Director for Plans & Management,Teresa K. Walker,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Assistant Deputy Director for Contract Pay & Disbursing,David C. Harris,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Assistant Deputy Director for Plans & Management,Robert P. McNamara,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Indianapolis, IN","Director, Indianapolis Center",Gregory P. Bitz,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Indianapolis, IN","Principal Deputy Director, Indianapolis Center",Robert C. Goetz,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Denver, CO","Director, Denver Center",John S. Nabil,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Deputy Director for Business Funds,Edward A. Harris,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Assistant Deputy Director for General Accounting,Lydia Moschkin,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Columbus, OH","Director, Columbus Center",Charles R. Coffee,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Deputy Director for General Accounting,Thomas McCarty,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Deputy Director for Customer Service & Performance Assessment,Michael Wilson,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Cleveland, OH","Director, Cleveland Center",Phyllis A. Hudson,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Kansas City, MO","Director, Kansas City Center",Steve E. Turner,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Columbus, OH","Principal Deputy Director, Columbus Center",Ida F. Groves,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Denver, CO","Principal Deputy Director, Denver Center",Jerome S. Coleman,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Deputy Director for Information Management,Robert E. Burke,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",General Counsel,John S. Mester,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Director for External Affairs & Management Support,John Barber,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Assistant Deputy Director for Information Management,Charles V. Kauzlarich,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Washington, DC",Special Assistant (Component Liaison) (Customer Service),Douglas D. Farbrother,ES,CA,..........,..........,........,Department of Defense,DEFENSE FINANCE AND ACCOUNTING SERVICE,,1996
"Fort Lee, VA",Chief Executive Officer,Charles M. Wiker,ES,CA,..........,..........,........,Department of Defense,DEFENSE COMMISSARY AGENCY,,1996
"Fort Lee, VA","Director, Northwest/Pacific Region",Roy C. Speight,ES,CA,..........,..........,........,Department of Defense,DEFENSE COMMISSARY AGENCY,,1996
"Fort Lee, VA","Director, European Region",Robert D. Tate,ES,CA,..........,..........,........,Department of Defense,DEFENSE COMMISSARY AGENCY,,1996
"Fort Lee, VA",Director of Operations, Vacant,ES,..........,..........,..........,........,Department of Defense,DEFENSE COMMISSARY AGENCY,,1996
"Alexandria, VA",General Counsel,Robert L. Brittigan,ES,CA,..........,..........,........,Department of Defense,DEFENSE SPECIAL WEAPONS AGENCY,,1996
